[Measurement conditions]
Sample identification,MnO2
Comment - 1,"Configuration=Plataforma Reflexion-Transmision spinner, Owner=User-1, Creation date=2/3/2023 7:20:03 AM"
Comment - 2,"Goniometer=Omega/2Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Reflection-transmission spinner; Minimum step size Phi:0.1"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\DRX01-005-5-80.xrdmp, Identifier={D2D94ECF-D8E1-4D65-A9F1-1EA3648327E6}"
Comment - 6,"Batch program=C:\PANalytical\Data Collector\Programs\BATCH.xrdmp, Identifier={1A5E0411-49C0-46C9-A459-383431844E05}"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.5
Monochromator used,NO
Generator voltage, 45
Tube current, 40
File date and time,07/Mar/2023 13:57
Unit cell,
h k l, 0 0 0
Scan axis,Gonio
Scan range,4.999799996,79.999969724
Scan step size,0.0525211
No. of points, 1428
Scan type,CONTINUOUS
Phi,67.4
Time per step,44.880
[Scan points]
Angle,Intensity
54.238356803,1937.0
54.290877930,1855.0
54.343399057,1925.0
54.395920184,1800.0
54.448441312,1844.0
54.500962439,1853.0
54.553483566,1828.0
54.606004693,1848.0
54.658525821,1886.0
54.711046948,1904.0
54.763568075,1879.0
54.816089202,1863.0
54.868610330,1923.0
54.921131457,1929.0
54.973652584,1896.0
55.026173712,1875.0
55.078694839,1887.0
55.131215966,1796.0
55.183737093,1897.0
55.236258221,1876.0
55.288779348,1892.0
55.341300475,1900.0
55.393821602,1903.0
55.446342730,1898.0
55.498863857,1897.0
55.551384984,2010.0
55.603906111,1830.0
55.656427239,1833.0
55.708948366,1907.0
55.761469493,1894.0
55.813990620,1821.0
55.866511748,1890.0
55.919032875,1932.0
55.971554002,1867.0
56.024075129,1943.0
56.076596257,1895.0
56.129117384,1844.0
56.181638511,1984.0
56.234159638,1949.0
56.286680766,2105.0
56.339201893,2063.0
56.391723020,2179.0
56.444244148,2545.0
56.496765275,2973.0
56.549286402,3518.0
56.601807529,3970.0
56.654328657,4433.0
56.706849784,4628.0
56.759370911,4208.0
56.811892038,3666.0
56.864413166,3296.0
56.916934293,2798.0
56.969455420,2404.0
57.021976547,2105.0
57.074497675,1972.0
57.127018802,1917.0
57.179539929,1890.0
57.232061056,1835.0
57.284582184,1877.0
57.337103311,1846.0
57.389624438,1867.0
57.442145565,1841.0
57.494666693,1806.0
57.547187820,1803.0
57.599708947,1804.0
57.652230075,1868.0
57.704751202,1885.0
57.757272329,1687.0
57.809793456,1796.0
57.862314584,1726.0
57.914835711,1624.0
57.967356838,1722.0
58.019877965,1744.0
58.072399093,1747.0
58.124920220,1774.0
58.177441347,1816.0
58.229962474,1729.0
58.282483602,1764.0
58.335004729,1700.0
58.387525856,1783.0
58.440046983,1747.0
58.492568111,1750.0
58.545089238,1759.0
58.597610365,1793.0
58.650131492,1740.0
58.702652620,1749.0
58.755173747,1794.0
58.807694874,1748.0
58.860216001,1708.0
58.912737129,1731.0
58.965258256,1726.0
59.017779383,1757.0
59.070300511,1884.0
59.122821638,1851.0
59.175342765,1993.0
59.227863892,2359.0
59.280385020,2871.0
59.332906147,3844.0
59.385427274,3925.0
59.437948401,3051.0
59.490469529,2964.0
59.542990656,2921.0
59.595511783,2276.0
59.648032910,1932.0
59.700554038,1686.0
59.753075165,1717.0
59.805596292,1740.0
59.858117419,1802.0
59.910638547,1790.0
59.963159674,1769.0
60.015680801,1696.0
60.068201928,1680.0
60.120723056,1648.0
60.173244183,1643.0
60.225765310,1670.0
60.278286438,1719.0
60.330807565,1642.0
60.383328692,1617.0
60.435849819,1655.0
60.488370947,1635.0
60.540892074,1655.0
60.593413201,1640.0
60.645934328,1690.0
60.698455456,1628.0
60.750976583,1701.0
60.803497710,1677.0
60.856018837,1649.0
60.908539965,1652.0
60.961061092,1640.0
61.013582219,1585.0
61.066103346,1728.0
61.118624474,1668.0
61.171145601,1708.0
61.223666728,1623.0
61.276187855,1639.0
61.328708983,1685.0
61.381230110,1715.0
61.433751237,1687.0
61.486272364,1689.0
61.538793492,1627.0
61.591314619,1676.0
61.643835746,1651.0
61.696356874,1744.0
61.748878001,1676.0
61.801399128,1632.0
61.853920255,1714.0
61.906441383,1693.0
61.958962510,1691.0
62.011483637,1619.0
62.064004764,1734.0
62.116525892,1700.0
62.169047019,1654.0
62.221568146,1726.0
62.274089273,1725.0
62.326610401,1655.0
62.379131528,1664.0
62.431652655,1723.0
62.484173782,1746.0
62.536694910,1681.0
62.589216037,1688.0
62.641737164,1664.0
62.694258291,1633.0
62.746779419,1728.0
62.799300546,1647.0
62.851821673,1670.0
62.904342801,1636.0
62.956863928,1627.0
63.009385055,1646.0
63.061906182,1648.0
63.114427310,1652.0
63.166948437,1698.0
63.219469564,1677.0
63.271990691,1684.0
63.324511819,1708.0
63.377032946,1697.0
63.429554073,1709.0
63.482075200,1698.0
63.534596328,1700.0
63.587117455,1677.0
63.639638582,1662.0
63.692159709,1687.0
63.744680837,1732.0
63.797201964,1681.0
63.849723091,1644.0
63.902244218,1717.0
63.954765346,1643.0
64.007286473,1752.0
64.059807600,1679.0
64.112328727,1683.0
64.164849855,1624.0
64.217370982,1731.0
64.269892109,1678.0
64.322413237,1655.0
64.374934364,1662.0
64.427455491,1655.0
64.479976618,1620.0
64.532497746,1694.0
64.585018873,1669.0
64.637540000,1715.0
64.690061127,1623.0
64.742582255,1687.0
64.795103382,1774.0
64.847624509,1884.0
64.900145636,1887.0
64.952666764,1848.0
65.005187891,1809.0
65.057709018,1777.0
65.110230145,1734.0
65.162751273,1642.0
65.215272400,1734.0
65.267793527,1616.0
65.320314654,1656.0
65.372835782,1713.0
65.425356909,1615.0
65.477878036,1723.0
65.530399164,1672.0
65.582920291,1632.0
65.635441418,1624.0
65.687962545,1628.0
65.740483673,1583.0
65.793004800,1615.0
65.845525927,1664.0
65.898047054,1555.0
65.950568182,1647.0
66.003089309,1652.0
66.055610436,1570.0
66.108131563,1614.0
66.160652691,1659.0
66.213173818,1665.0
66.265694945,1637.0
66.318216072,1650.0
66.370737200,1629.0
66.423258327,1611.0
66.475779454,1658.0
66.528300581,1677.0
66.580821709,1738.0
66.633342836,1709.0
66.685863963,1685.0
66.738385090,1685.0
66.790906218,1774.0
66.843427345,1853.0
66.895948472,1857.0
66.948469600,1992.0
67.000990727,1993.0
67.053511854,2063.0
67.106032981,2081.0
67.158554109,2138.0
67.211075236,2081.0
67.263596363,2082.0
67.316117490,2051.0
67.368638618,2132.0
67.421159745,2071.0
67.473680872,2034.0
67.526201999,2049.0
67.578723127,1960.0
67.631244254,1823.0
67.683765381,1784.0
67.736286508,1685.0
67.788807636,1696.0
67.841328763,1775.0
67.893849890,1600.0
67.946371017,1663.0
67.998892145,1662.0
68.051413272,1604.0
68.103934399,1600.0
68.156455527,1610.0
68.208976654,1585.0
68.261497781,1594.0
68.314018908,1595.0
68.366540036,1642.0
68.419061163,1596.0
68.471582290,1608.0
68.524103417,1602.0
68.576624545,1655.0
68.629145672,1684.0
68.681666799,1595.0
68.734187926,1650.0
68.786709054,1602.0
68.839230181,1676.0
68.891751308,1612.0
68.944272435,1655.0
68.996793563,1662.0
69.049314690,1599.0
69.101835817,1619.0
69.154356944,1705.0
69.206878072,1628.0
69.259399199,1599.0
69.311920326,1616.0
69.364441453,1601.0
69.416962581,1547.0
69.469483708,1649.0
69.522004835,1605.0
69.574525963,1593.0
69.627047090,1696.0
69.679568217,1697.0
69.732089344,1611.0
69.784610472,1628.0
69.837131599,1618.0
69.889652726,1548.0
69.942173853,1673.0
69.994694981,1629.0
70.047216108,1627.0
70.099737235,1565.0
70.152258362,1602.0
70.204779490,1615.0
70.257300617,1634.0
70.309821744,1589.0
70.362342871,1616.0
70.414863999,1677.0
70.467385126,1627.0
70.519906253,1591.0
70.572427380,1618.0
70.624948508,1555.0
70.677469635,1634.0
70.729990762,1548.0
70.782511890,1654.0
70.835033017,1621.0
70.887554144,1607.0
70.940075271,1674.0
70.992596399,1611.0
71.045117526,1668.0
71.097638653,1562.0
71.150159780,1673.0
71.202680908,1701.0
71.255202035,1690.0
71.307723162,1601.0
71.360244289,1685.0
71.412765417,1703.0
71.465286544,1680.0
71.517807671,1690.0
71.570328798,1642.0
71.622849926,1695.0
71.675371053,1834.0
71.727892180,1781.0
71.780413307,1758.0
71.832934435,1877.0
71.885455562,1947.0
71.937976689,1873.0
71.990497816,2046.0
72.043018944,1940.0
72.095540071,2113.0
72.148061198,2166.0
72.200582326,2134.0
72.253103453,2106.0
72.305624580,2375.0
72.358145707,2389.0
72.410666835,2498.0
72.463187962,2457.0
72.515709089,2235.0
72.568230216,2243.0
72.620751344,2145.0
72.673272471,2150.0
72.725793598,1929.0
72.778314725,1805.0
72.830835853,1814.0
72.883356980,1803.0
72.935878107,1755.0
72.988399234,1766.0
73.040920362,1703.0
73.093441489,1677.0
73.145962616,1664.0
73.198483743,1724.0
73.251004871,1648.0
73.303525998,1644.0
73.356047125,1626.0
73.408568253,1634.0
73.461089380,1663.0
73.513610507,1653.0
73.566131634,1613.0
73.618652762,1693.0
73.671173889,1662.0
73.723695016,1564.0
73.776216143,1684.0
73.828737271,1673.0
73.881258398,1673.0
73.933779525,1625.0
73.986300652,1604.0
74.038821780,1694.0
74.091342907,1748.0
74.143864034,1734.0
74.196385161,1622.0
74.248906289,1650.0
74.301427416,1630.0
74.353948543,1715.0
74.406469670,1577.0
74.458990798,1630.0
74.511511925,1648.0
74.564033052,1616.0
74.616554179,1663.0
74.669075307,1673.0
74.721596434,1649.0
74.774117561,1693.0
74.826638689,1712.0
74.879159816,1620.0
74.931680943,1655.0
74.984202070,1658.0
75.036723198,1636.0
75.089244325,1652.0
75.141765452,1704.0
75.194286579,1717.0
75.246807707,1667.0
75.299328834,1723.0
75.351849961,1663.0
75.404371088,1720.0
75.456892216,1612.0
75.509413343,1645.0
75.561934470,1694.0
75.614455597,1646.0
75.666976725,1685.0
75.719497852,1728.0
75.772018979,1678.0
75.824540106,1717.0
75.877061234,1725.0
75.929582361,1758.0
75.982103488,1793.0
76.034624616,1783.0
76.087145743,1673.0
76.139666870,1747.0
76.192187997,1675.0
76.244709125,1714.0
76.297230252,1680.0
76.349751379,1763.0
76.402272506,1717.0
76.454793634,1762.0
76.507314761,1685.0
76.559835888,1705.0
76.612357015,1641.0
76.664878143,1680.0
76.717399270,1641.0
76.769920397,1740.0
76.822441524,1713.0
76.874962652,1663.0
76.927483779,1745.0
76.980004906,1705.0
77.032526033,1720.0
77.085047161,1787.0
77.137568288,1668.0
77.190089415,1663.0
77.242610542,1760.0
77.295131670,1734.0
77.347652797,1736.0
77.400173924,1753.0
77.452695052,1743.0
77.505216179,1740.0
77.557737306,1726.0
77.610258433,1716.0
77.662779561,1709.0
77.715300688,1684.0
77.767821815,1691.0
77.820342942,1711.0
77.872864070,1631.0
77.925385197,1747.0
77.977906324,1665.0
78.030427451,1737.0
78.082948579,1819.0
78.135469706,1802.0
78.187990833,1696.0
78.240511960,1720.0
78.293033088,1704.0
78.345554215,1700.0
78.398075342,1657.0
78.450596469,1703.0
78.503117597,1715.0
78.555638724,1699.0
78.608159851,1720.0
78.660680979,1630.0
78.713202106,1721.0
78.765723233,1680.0
78.818244360,1704.0
78.870765488,1700.0
78.923286615,1655.0
78.975807742,1698.0
79.028328869,1689.0
79.080849997,1701.0
79.133371124,1630.0
79.185892251,1621.0
79.238413378,1671.0
79.290934506,1613.0
79.343455633,1736.0
79.395976760,1752.0
79.448497887,1712.0
79.501019015,1755.0
79.553540142,1714.0
79.606061269,1770.0
79.658582396,1727.0
79.711103524,1747.0
79.763624651,1731.0
79.816145778,1745.0
79.868666905,1651.0
79.921188033,1689.0
79.973709160,1681.0
